country_name,indicator_name,value,year
Kyrgyz Republic,"Fertility rate, total (births per woman)",3.1,2010
Bolivia,"Fertility rate, total (births per woman)",3.213,2010
Cameroon,"Fertility rate, total (births per woman)",5.111,2010
Zambia,"Fertility rate, total (births per woman)",5.415,2010
Norway,"Fertility rate, total (births per woman)",1.95,2010
El Salvador,"Fertility rate, total (births per woman)",2.265,2010
Togo,"Fertility rate, total (births per woman)",4.868,2010
Bosnia and Herzegovina,"Fertility rate, total (births per woman)",1.315,2010
Uganda,"Fertility rate, total (births per woman)",6.111,2010
South Africa,"Fertility rate, total (births per woman)",2.598,2010
Nigeria,"Fertility rate, total (births per woman)",5.839,2010
Georgia,"Fertility rate, total (births per woman)",1.911,2010
Haiti,"Fertility rate, total (births per woman)",3.427,2010
Luxembourg,"Fertility rate, total (births per woman)",1.63,2010
Barbados,"Fertility rate, total (births per woman)",1.687,2010
Bhutan,"Fertility rate, total (births per woman)",2.301,2010
Burundi,"Fertility rate, total (births per woman)",6.179,2010
Turkmenistan,"Fertility rate, total (births per woman)",2.833,2010
Vanuatu,"Fertility rate, total (births per woman)",4.1,2010
Nicaragua,"Fertility rate, total (births per woman)",2.601,2010
Estonia,"Fertility rate, total (births per woman)",1.72,2010
Lithuania,"Fertility rate, total (births per woman)",1.5,2010
Benin,"Fertility rate, total (births per woman)",5.362,2010
Canada,"Fertility rate, total (births per woman)",1.6269,2010
Malawi,"Fertility rate, total (births per woman)",5.332,2010
"Bahamas, The","Fertility rate, total (births per woman)",1.865,2010
Cote d'Ivoire,"Fertility rate, total (births per woman)",5.088,2010
Mexico,"Fertility rate, total (births per woman)",2.34,2010
Panama,"Fertility rate, total (births per woman)",2.622,2010
Madagascar,"Fertility rate, total (births per woman)",4.603,2010
Argentina,"Fertility rate, total (births per woman)",2.346,2010
Azerbaijan,"Fertility rate, total (births per woman)",1.92,2010
Botswana,"Fertility rate, total (births per woman)",3.022,2010
Sierra Leone,"Fertility rate, total (births per woman)",5.202,2010
Switzerland,"Fertility rate, total (births per woman)",1.52,2010
Hungary,"Fertility rate, total (births per woman)",1.25,2010
Belarus,"Fertility rate, total (births per woman)",1.494,2010
Cabo Verde,"Fertility rate, total (births per woman)",2.581,2010
India,"Fertility rate, total (births per woman)",2.581,2010
Sweden,"Fertility rate, total (births per woman)",1.98,2010
United States,"Fertility rate, total (births per woman)",1.931,2010
Cyprus,"Fertility rate, total (births per woman)",1.424,2010
Philippines,"Fertility rate, total (births per woman)",3.18,2010
Poland,"Fertility rate, total (births per woman)",1.41,2010
Lebanon,"Fertility rate, total (births per woman)",1.966,2010
Syrian Arab Republic,"Fertility rate, total (births per woman)",3.404,2010
Czech Republic,"Fertility rate, total (births per woman)",1.51,2010
Guyana,"Fertility rate, total (births per woman)",2.655,2010
Paraguay,"Fertility rate, total (births per woman)",2.73,2010
Papua New Guinea,"Fertility rate, total (births per woman)",3.985,2010
Qatar,"Fertility rate, total (births per woman)",2.07,2010
Kiribati,"Fertility rate, total (births per woman)",3.843,2010
Tanzania,"Fertility rate, total (births per woman)",5.427,2010
Thailand,"Fertility rate, total (births per woman)",1.542,2010
Netherlands,"Fertility rate, total (births per woman)",1.79,2010
Samoa,"Fertility rate, total (births per woman)",4.338,2010
Singapore,"Fertility rate, total (births per woman)",1.15,2010
Oman,"Fertility rate, total (births per woman)",2.873,2010
Sao Tome and Principe,"Fertility rate, total (births per woman)",4.727,2010
Solomon Islands,"Fertility rate, total (births per woman)",4.403,2010
Jamaica,"Fertility rate, total (births per woman)",2.173,2010
Sri Lanka,"Fertility rate, total (births per woman)",2.248,2010
Vietnam,"Fertility rate, total (births per woman)",1.938,2010
Libya,"Fertility rate, total (births per woman)",2.478,2010
Mali,"Fertility rate, total (births per woman)",6.547,2010
Burkina Faso,"Fertility rate, total (births per woman)",5.867,2010
Costa Rica,"Fertility rate, total (births per woman)",1.885,2010
Eswatini,"Fertility rate, total (births per woman)",3.342,2010
Seychelles,"Fertility rate, total (births per woman)",2.16,2010
Finland,"Fertility rate, total (births per woman)",1.87,2010
Jordan,"Fertility rate, total (births per woman)",3.631,2010
China,"Fertility rate, total (births per woman)",1.627,2010
Comoros,"Fertility rate, total (births per woman)",4.754,2010
Guinea,"Fertility rate, total (births per woman)",5.336,2010
Kosovo,"Fertility rate, total (births per woman)",2.29,2010
"Gambia, The","Fertility rate, total (births per woman)",5.583,2010
Russian Federation,"Fertility rate, total (births per woman)",1.567,2010
Slovenia,"Fertility rate, total (births per woman)",1.57,2010
Afghanistan,"Fertility rate, total (births per woman)",5.977,2010
"Macao SAR, China","Fertility rate, total (births per woman)",1.093,2010
South Sudan,"Fertility rate, total (births per woman)",5.376,2010
Trinidad and Tobago,"Fertility rate, total (births per woman)",1.806,2010
Mongolia,"Fertility rate, total (births per woman)",2.637,2010
Morocco,"Fertility rate, total (births per woman)",2.567,2010
Colombia,"Fertility rate, total (births per woman)",1.992,2010
Kenya,"Fertility rate, total (births per woman)",4.369,2010
Ukraine,"Fertility rate, total (births per woman)",1.443,2010
Saudi Arabia,"Fertility rate, total (births per woman)",2.97,2010
Slovak Republic,"Fertility rate, total (births per woman)",1.43,2010
Malaysia,"Fertility rate, total (births per woman)",2.149,2010
Aruba,"Fertility rate, total (births per woman)",1.768,2010
Bulgaria,"Fertility rate, total (births per woman)",1.57,2010
"Iran, Islamic Rep.","Fertility rate, total (births per woman)",1.839,2010
Japan,"Fertility rate, total (births per woman)",1.39,2010
Turkey,"Fertility rate, total (births per woman)",2.151,2010
Belize,"Fertility rate, total (births per woman)",2.69,2010
Faroe Islands,"Fertility rate, total (births per woman)",2.5,2010
Antigua and Barbuda,"Fertility rate, total (births per woman)",1.988,2010
Somalia,"Fertility rate, total (births per woman)",6.865,2010
St. Vincent and the Grenadines,"Fertility rate, total (births per woman)",2.07,2010
Belgium,"Fertility rate, total (births per woman)",1.86,2010
Moldova,"Fertility rate, total (births per woman)",1.275,2010
Indonesia,"Fertility rate, total (births per woman)",2.483,2010
Iraq,"Fertility rate, total (births per woman)",4.343,2010
Maldives,"Fertility rate, total (births per woman)",2.206,2010
New Zealand,"Fertility rate, total (births per woman)",2.17,2010
Ireland,"Fertility rate, total (births per woman)",2.05,2010
Israel,"Fertility rate, total (births per woman)",3.03,2010
St. Lucia,"Fertility rate, total (births per woman)",1.538,2010
Equatorial Guinea,"Fertility rate, total (births per woman)",5.209,2010
Italy,"Fertility rate, total (births per woman)",1.46,2010
Namibia,"Fertility rate, total (births per woman)",3.631,2010
Grenada,"Fertility rate, total (births per woman)",2.24,2010
Bahrain,"Fertility rate, total (births per woman)",2.164,2010
United Kingdom,"Fertility rate, total (births per woman)",1.92,2010
"Venezuela, RB","Fertility rate, total (births per woman)",2.471,2010
"Egypt, Arab Rep.","Fertility rate, total (births per woman)",3.233,2010
Myanmar,"Fertility rate, total (births per woman)",2.359,2010
North Macedonia,"Fertility rate, total (births per woman)",1.468,2010
Kuwait,"Fertility rate, total (births per woman)",2.234,2010
Lao PDR,"Fertility rate, total (births per woman)",3.143,2010
Algeria,"Fertility rate, total (births per woman)",2.86,2010
Andorra,"Fertility rate, total (births per woman)",1.27,2010
Sudan,"Fertility rate, total (births per woman)",4.876,2010
Virgin Islands (U.S.),"Fertility rate, total (births per woman)",2.3,2010
Mauritius,"Fertility rate, total (births per woman)",1.57,2010
Niger,"Fertility rate, total (births per woman)",7.473,2010
Ethiopia,"Fertility rate, total (births per woman)",5.136,2010
"Hong Kong SAR, China","Fertility rate, total (births per woman)",1.127,2010
Brazil,"Fertility rate, total (births per woman)",1.796,2010
United Arab Emirates,"Fertility rate, total (births per woman)",1.819,2010
Chad,"Fertility rate, total (births per woman)",6.592,2010
Cuba,"Fertility rate, total (births per woman)",1.647,2010
"Korea, Dem. People's Rep.","Fertility rate, total (births per woman)",1.938,2010
French Polynesia,"Fertility rate, total (births per woman)",2.095,2010
Tonga,"Fertility rate, total (births per woman)",3.913,2010
Armenia,"Fertility rate, total (births per woman)",1.722,2010
Denmark,"Fertility rate, total (births per woman)",1.87,2010
Kazakhstan,"Fertility rate, total (births per woman)",2.59,2010
St. Martin (French part),"Fertility rate, total (births per woman)",1.82,2010
"Congo, Dem. Rep.","Fertility rate, total (births per woman)",6.544,2010
Gabon,"Fertility rate, total (births per woman)",4.146,2010
Ghana,"Fertility rate, total (births per woman)",4.273,2010
Tunisia,"Fertility rate, total (births per woman)",2.14,2010
Liberia,"Fertility rate, total (births per woman)",4.971,2010
Austria,"Fertility rate, total (births per woman)",1.44,2010
Cambodia,"Fertility rate, total (births per woman)",2.875,2010
Bangladesh,Rural population (% of total population),69.538,2010
Zimbabwe,Rural population (% of total population),66.804,2010
Algeria,Rural population (% of total population),32.46,2010
Marshall Islands,Rural population (% of total population),26.432,2010
Cabo Verde,Rural population (% of total population),38.179,2010
Zambia,Rural population (% of total population),60.645,2010
Moldova,Rural population (% of total population),57.38,2010
American Samoa,Rural population (% of total population),12.406,2010
Armenia,Rural population (% of total population),36.56,2010
United Arab Emirates,Rural population (% of total population),15.913,2010
"Yemen, Rep.",Rural population (% of total population),68.224,2010
Central African Republic,Rural population (% of total population),61.096,2010
Czech Republic,Rural population (% of total population),26.745,2010
Ecuador,Rural population (% of total population),37.31,2010
Samoa,Rural population (% of total population),79.922,2010
Solomon Islands,Rural population (% of total population),79.952,2010
South Sudan,Rural population (% of total population),82.14,2010
St. Vincent and the Grenadines,Rural population (% of total population),51.039,2010
Timor-Leste,Rural population (% of total population),72.268,2010
Azerbaijan,Rural population (% of total population),46.594,2010
Niger,Rural population (% of total population),83.779,2010
Aruba,Rural population (% of total population),56.941,2010
Australia,Rural population (% of total population),14.818,2010
Cuba,Rural population (% of total population),23.403,2010
Italy,Rural population (% of total population),31.673,2010
Angola,Rural population (% of total population),40.217,2010
St. Lucia,Rural population (% of total population),81.55,2010
Costa Rica,Rural population (% of total population),28.264,2010
Grenada,Rural population (% of total population),64.135,2010
Malawi,Rural population (% of total population),84.456,2010
Antigua and Barbuda,Rural population (% of total population),73.762,2010
West Bank and Gaza,Rural population (% of total population),25.851,2010
Chad,Rural population (% of total population),78.015,2010
Serbia,Rural population (% of total population),45.007,2010
French Polynesia,Rural population (% of total population),39.683,2010
Iraq,Rural population (% of total population),30.897,2010
Togo,Rural population (% of total population),62.467,2010
"Bahamas, The",Rural population (% of total population),17.573,2010
Tuvalu,Rural population (% of total population),45.204,2010
Namibia,Rural population (% of total population),58.384,2010
Pakistan,Rural population (% of total population),65.003,2010
Portugal,Rural population (% of total population),39.433,2010
Sao Tome and Principe,Rural population (% of total population),35.048,2010
Chile,Rural population (% of total population),12.926,2010
Dominica,Rural population (% of total population),31.906,2010
Myanmar,Rural population (% of total population),71.115,2010
New Caledonia,Rural population (% of total population),32.898,2010
North Macedonia,Rural population (% of total population),42.911,2010
"Gambia, The",Rural population (% of total population),44.338,2010
Slovenia,Rural population (% of total population),47.342,2010
Brazil,Rural population (% of total population),15.665,2010
Virgin Islands (U.S.),Rural population (% of total population),5.406,2010
Slovak Republic,Rural population (% of total population),45.315,2010
Spain,Rural population (% of total population),21.558,2010
Bosnia and Herzegovina,Rural population (% of total population),54.442,2010
Mauritius,Rural population (% of total population),58.445,2010
Mozambique,Rural population (% of total population),68.17,2010
Kazakhstan,Rural population (% of total population),43.173,2010
Curacao,Rural population (% of total population),10.095,2010
Syrian Arab Republic,Rural population (% of total population),44.4,2010
Maldives,Rural population (% of total population),63.566,2010
Tunisia,Rural population (% of total population),33.343,2010
Saudi Arabia,Rural population (% of total population),17.916,2010
Afghanistan,Rural population (% of total population),76.263,2010
Guam,Rural population (% of total population),5.901,2010
Lao PDR,Rural population (% of total population),69.936,2010
Barbados,Rural population (% of total population),68.13,2010
Liechtenstein,Rural population (% of total population),85.536,2010
Netherlands,Rural population (% of total population),12.866,2010
Philippines,Rural population (% of total population),54.668,2010
Mauritania,Rural population (% of total population),53.412,2010
Belize,Rural population (% of total population),54.772,2010
Burundi,Rural population (% of total population),89.358,2010
Vanuatu,Rural population (% of total population),75.538,2010
Dominican Republic,Rural population (% of total population),26.247,2010
New Zealand,Rural population (% of total population),13.84,2010
Kiribati,Rural population (% of total population),52.61,2010
Lithuania,Rural population (% of total population),33.243,2010
Bhutan,Rural population (% of total population),65.207,2010
Nepal,Rural population (% of total population),83.232,2010
Indonesia,Rural population (% of total population),50.086,2010
Thailand,Rural population (% of total population),56.144,2010
Oman,Rural population (% of total population),24.839,2010
Seychelles,Rural population (% of total population),46.664,2010
Japan,Rural population (% of total population),9.188,2010
Libya,Rural population (% of total population),21.948,2010
Uzbekistan,Rural population (% of total population),49.044,2010
Rwanda,Rural population (% of total population),83.066,2010
Tanzania,Rural population (% of total population),71.886,2010
Uruguay,Rural population (% of total population),5.586,2010
Croatia,Rural population (% of total population),44.845,2010
Nicaragua,Rural population (% of total population),43.083,2010
Estonia,Rural population (% of total population),31.906,2010
Fiji,Rural population (% of total population),47.829,2010
Greece,Rural population (% of total population),23.708,2010
Sweden,Rural population (% of total population),14.944,2010
Bolivia,Rural population (% of total population),33.57,2010
Cambodia,Rural population (% of total population),79.706,2010
Comoros,Rural population (% of total population),72.027,2010
Mexico,Rural population (% of total population),22.185,2010
Greenland,Rural population (% of total population),15.617,2010
"Iran, Islamic Rep.",Rural population (% of total population),29.374,2010
Djibouti,Rural population (% of total population),23.001,2010
Qatar,Rural population (% of total population),1.499,2010
Jamaica,Rural population (% of total population),46.257,2010
Turkmenistan,Rural population (% of total population),51.509,2010
Finland,Rural population (% of total population),16.23,2010
Mali,Rural population (% of total population),64.001,2010
Tonga,Rural population (% of total population),76.611,2010
Mongolia,Rural population (% of total population),32.433,2010
Guyana,Rural population (% of total population),73.366,2010
Iceland,Rural population (% of total population),6.426,2010
Ireland,Rural population (% of total population),38.458,2010
South Africa,Rural population (% of total population),37.782,2010
Trinidad and Tobago,Rural population (% of total population),45.975,2010
United Kingdom,Rural population (% of total population),18.698,2010
"Congo, Dem. Rep.",Rural population (% of total population),59.987,2010
Cyprus,Rural population (% of total population),32.449,2010
Denmark,Rural population (% of total population),13.205,2010
St. Kitts and Nevis,Rural population (% of total population),68.678,2010
Ukraine,Rural population (% of total population),31.404,2010
Palau,Rural population (% of total population),25.183,2010
"Korea, Dem. People's Rep.",Rural population (% of total population),39.623,2010
Benin,Rural population (% of total population),56.907,2010
Faroe Islands,Rural population (% of total population),59.074,2010
Somalia,Rural population (% of total population),60.69,2010
Argentina,Rural population (% of total population),9.151,2010
Austria,Rural population (% of total population),42.601,2010
Botswana,Rural population (% of total population),37.588,2010
Colombia,Rural population (% of total population),22.036,2010
Poland,Rural population (% of total population),39.108,2010
Kenya,Rural population (% of total population),76.429,2010
"Korea, Rep.",Rural population (% of total population),18.064,2010
Kyrgyz Republic,Rural population (% of total population),64.694,2010
Malaysia,Rural population (% of total population),29.088,2010
Malta,Rural population (% of total population),5.928,2010
Belarus,Rural population (% of total population),25.328,2010
Gabon,Rural population (% of total population),14.467,2010
Albania,Rural population (% of total population),47.837,2010
Belgium,Rural population (% of total population),2.349,2010
Eswatini,Rural population (% of total population),77.52,2010
Georgia,Rural population (% of total population),44.465,2010
British Virgin Islands,Rural population (% of total population),55.186,2010
El Salvador,Rural population (% of total population),34.548,2010
Honduras,Rural population (% of total population),48.115,2010
Lebanon,Rural population (% of total population),12.666,2010
Tajikistan,Rural population (% of total population),73.48,2010
Turkey,Rural population (% of total population),29.175,2010
Bahrain,Rural population (% of total population),11.366,2010
Vietnam,Rural population (% of total population),69.583,2010
"Egypt, Arab Rep.",Rural population (% of total population),56.981,2010
Montenegro,Rural population (% of total population),35.86,2010
Papua New Guinea,Rural population (% of total population),86.981,2010
Andorra,Rural population (% of total population),11.181,2010
Bulgaria,Rural population (% of total population),27.698,2010
Ethiopia,Rural population (% of total population),82.681,2010
Romania,Rural population (% of total population),46.171,2010
San Marino,Rural population (% of total population),4.26,2010
Haiti,Rural population (% of total population),52.491,2010
Jordan,Rural population (% of total population),13.912,2010
Luxembourg,Rural population (% of total population),11.453,2010
Sri Lanka,Rural population (% of total population),81.774,2010
Uganda,Rural population (% of total population),80.617,2010
Equatorial Guinea,Rural population (% of total population),34.06,2010
Eritrea,Rural population (% of total population),64.825,2010
France,Rural population (% of total population),21.631,2010
Guatemala,Rural population (% of total population),51.597,2010
Russian Federation,Rural population (% of total population),26.313,2010
Liberia,Rural population (% of total population),52.187,2010
Sudan,Rural population (% of total population),66.911,2010
Canada,Rural population (% of total population),19.063,2010
Nigeria,Rural population (% of total population),56.52,2010
Germany,Rural population (% of total population),23.034,2010
Paraguay,Rural population (% of total population),40.739,2010
Latvia,Rural population (% of total population),32.159,2010
Lesotho,Rural population (% of total population),75.202,2010
Switzerland,Rural population (% of total population),26.393,2010
Guinea,Rural population (% of total population),66.322,2010
Sierra Leone,Rural population (% of total population),61.144,2010
Hungary,Rural population (% of total population),31.089,2010
Isle of Man,Rural population (% of total population),48.006,2010
United States,Rural population (% of total population),19.228,2010
"Venezuela, RB",Rural population (% of total population),11.917,2010
China,Rural population (% of total population),50.774,2010
Cote d'Ivoire,Rural population (% of total population),52.67,2010
Morocco,Rural population (% of total population),41.982,2010
Panama,Rural population (% of total population),34.86,2010
Puerto Rico,Rural population (% of total population),6.175,2010
Senegal,Rural population (% of total population),56.227,2010
Norway,Rural population (% of total population),20.898,2010
Guinea-Bissau,Rural population (% of total population),59.889,2010
Madagascar,Rural population (% of total population),68.062,2010
Turks and Caicos Islands,Rural population (% of total population),9.772,2010
"Congo, Rep.",Rural population (% of total population),36.744,2010
India,Rural population (% of total population),69.07,2010
Burkina Faso,Rural population (% of total population),75.367,2010
Ghana,Rural population (% of total population),49.287,2010
Cameroon,Rural population (% of total population),48.441,2010
Peru,Rural population (% of total population),23.57,2010
Israel,Rural population (% of total population),8.174,2010
Suriname,Rural population (% of total population),33.656,2010
Sint Maarten (Dutch part),Rural population (% of total population),1,2010
Bermuda,Rural population (% of total population),1,2010
Kuwait,Rural population (% of total population),1,2010
"Macao SAR, China",Rural population (% of total population),1,2010
Cayman Islands,Rural population (% of total population),1,2010
Nauru,Rural population (% of total population),1,2010
Gibraltar,Rural population (% of total population),1,2010
"Hong Kong SAR, China",Rural population (% of total population),1,2010
Monaco,Rural population (% of total population),1,2010
Singapore,Rural population (% of total population),1,2010
New Zealand,"Labor force, female (% of total labor force)",46.68085035,2010
Finland,"Labor force, female (% of total labor force)",48.05656572,2010
Azerbaijan,"Labor force, female (% of total labor force)",49.33006225,2010
Burkina Faso,"Labor force, female (% of total labor force)",43.7155924,2010
Peru,"Labor force, female (% of total labor force)",46.21299362,2010
Israel,"Labor force, female (% of total labor force)",46.44336764,2010
Mexico,"Labor force, female (% of total labor force)",36.81753462,2010
Eritrea,"Labor force, female (% of total labor force)",46.76097872,2010
"Gambia, The","Labor force, female (% of total labor force)",43.21711206,2010
Singapore,"Labor force, female (% of total labor force)",40.28451489,2010
Pakistan,"Labor force, female (% of total labor force)",20.52996366,2010
Lesotho,"Labor force, female (% of total labor force)",46.34146066,2010
Suriname,"Labor force, female (% of total labor force)",37.88771246,2010
Tanzania,"Labor force, female (% of total labor force)",49.16002514,2010
Austria,"Labor force, female (% of total labor force)",46.14037783,2010
Cambodia,"Labor force, female (% of total labor force)",50.30323314,2010
Nigeria,"Labor force, female (% of total labor force)",45.90508401,2010
Argentina,"Labor force, female (% of total labor force)",41.38429108,2010
Australia,"Labor force, female (% of total labor force)",45.08707271,2010
Belgium,"Labor force, female (% of total labor force)",45.13958226,2010
Uganda,"Labor force, female (% of total labor force)",48.39779365,2010
Colombia,"Labor force, female (% of total labor force)",42.29766345,2010
Comoros,"Labor force, female (% of total labor force)",37.76800068,2010
Sierra Leone,"Labor force, female (% of total labor force)",49.56454382,2010
Slovak Republic,"Labor force, female (% of total labor force)",44.78378689,2010
Norway,"Labor force, female (% of total labor force)",47.30570888,2010
Lao PDR,"Labor force, female (% of total labor force)",50.2313216,2010
Malta,"Labor force, female (% of total labor force)",34.39077145,2010
Jordan,"Labor force, female (% of total labor force)",17.86471751,2010
Belarus,"Labor force, female (% of total labor force)",49.64148732,2010
Costa Rica,"Labor force, female (% of total labor force)",37.4125685,2010
Mauritania,"Labor force, female (% of total labor force)",30.77326393,2010
Mozambique,"Labor force, female (% of total labor force)",53.44331301,2010
Portugal,"Labor force, female (% of total labor force)",48.18696521,2010
Latvia,"Labor force, female (% of total labor force)",50.29082374,2010
Mali,"Labor force, female (% of total labor force)",43.19871982,2010
Guatemala,"Labor force, female (% of total labor force)",34.3499375,2010
Switzerland,"Labor force, female (% of total labor force)",45.79457125,2010
Barbados,"Labor force, female (% of total labor force)",49.24350688,2010
Belize,"Labor force, female (% of total labor force)",36.78536923,2010
"Egypt, Arab Rep.","Labor force, female (% of total labor force)",22.98054243,2010
Slovenia,"Labor force, female (% of total labor force)",45.53901868,2010
Angola,"Labor force, female (% of total labor force)",49.85011095,2010
Benin,"Labor force, female (% of total labor force)",49.82671546,2010
Burundi,"Labor force, female (% of total labor force)",52.09801972,2010
Cote d'Ivoire,"Labor force, female (% of total labor force)",37.34905125,2010
Turkmenistan,"Labor force, female (% of total labor force)",40.49059987,2010
Oman,"Labor force, female (% of total labor force)",15.92458304,2010
Kazakhstan,"Labor force, female (% of total labor force)",48.882599,2010
Turkey,"Labor force, female (% of total labor force)",29.18189256,2010
"Bahamas, The","Labor force, female (% of total labor force)",48.07666718,2010
Brazil,"Labor force, female (% of total labor force)",42.35058257,2010
United States,"Labor force, female (% of total labor force)",46.18396637,2010
"Yemen, Rep.","Labor force, female (% of total labor force)",12.74138994,2010
Iraq,"Labor force, female (% of total labor force)",14.30134717,2010
Japan,"Labor force, female (% of total labor force)",41.73086372,2010
United Arab Emirates,"Labor force, female (% of total labor force)",11.41312228,2010
"Venezuela, RB","Labor force, female (% of total labor force)",39.29948173,2010
Ecuador,"Labor force, female (% of total labor force)",38.59964823,2010
Mongolia,"Labor force, female (% of total labor force)",45.68624371,2010
Samoa,"Labor force, female (% of total labor force)",34.72387291,2010
Bhutan,"Labor force, female (% of total labor force)",43.39744445,2010
Bosnia and Herzegovina,"Labor force, female (% of total labor force)",38.34990815,2010
Mauritius,"Labor force, female (% of total labor force)",37.49264449,2010
Equatorial Guinea,"Labor force, female (% of total labor force)",37.76232162,2010
Virgin Islands (U.S.),"Labor force, female (% of total labor force)",49.89600817,2010
Zambia,"Labor force, female (% of total labor force)",47.68078402,2010
"Congo, Rep.","Labor force, female (% of total labor force)",49.28613771,2010
Greece,"Labor force, female (% of total labor force)",42.32738314,2010
Philippines,"Labor force, female (% of total labor force)",39.03438628,2010
Uruguay,"Labor force, female (% of total labor force)",44.46708511,2010
Zimbabwe,"Labor force, female (% of total labor force)",50.72333928,2010
Germany,"Labor force, female (% of total labor force)",45.57997729,2010
Paraguay,"Labor force, female (% of total labor force)",38.42689745,2010
Algeria,"Labor force, female (% of total labor force)",16.88280541,2010
Sudan,"Labor force, female (% of total labor force)",28.86001013,2010
Estonia,"Labor force, female (% of total labor force)",49.35443736,2010
Guinea,"Labor force, female (% of total labor force)",54.16008539,2010
"Iran, Islamic Rep.","Labor force, female (% of total labor force)",18.21259309,2010
Chile,"Labor force, female (% of total labor force)",39.80602866,2010
Guinea-Bissau,"Labor force, female (% of total labor force)",47.9618753,2010
Sao Tome and Principe,"Labor force, female (% of total labor force)",35.60761542,2010
Albania,"Labor force, female (% of total labor force)",42.44407193,2010
Thailand,"Labor force, female (% of total labor force)",45.90214914,2010
Cameroon,"Labor force, female (% of total labor force)",46.89720557,2010
Morocco,"Labor force, female (% of total labor force)",26.42519667,2010
New Caledonia,"Labor force, female (% of total labor force)",46.08246327,2010
Fiji,"Labor force, female (% of total labor force)",34.51434299,2010
Jamaica,"Labor force, female (% of total labor force)",44.63104557,2010
Kenya,"Labor force, female (% of total labor force)",47.82359206,2010
Lithuania,"Labor force, female (% of total labor force)",50.63027068,2010
Malawi,"Labor force, female (% of total labor force)",48.78394805,2010
Denmark,"Labor force, female (% of total labor force)",47.01634694,2010
Panama,"Labor force, female (% of total labor force)",37.11684352,2010
Madagascar,"Labor force, female (% of total labor force)",49.41226138,2010
Saudi Arabia,"Labor force, female (% of total labor force)",14.75589048,2010
Liberia,"Labor force, female (% of total labor force)",46.86791497,2010
"Korea, Dem. People's Rep.","Labor force, female (% of total labor force)",47.49245661,2010
St. Lucia,"Labor force, female (% of total labor force)",45.59136979,2010
Bangladesh,"Labor force, female (% of total labor force)",25.83028978,2010
China,"Labor force, female (% of total labor force)",44.07905614,2010
Cuba,"Labor force, female (% of total labor force)",38.70780403,2010
Nicaragua,"Labor force, female (% of total labor force)",37.81335489,2010
Guam,"Labor force, female (% of total labor force)",40.88136927,2010
St. Vincent and the Grenadines,"Labor force, female (% of total labor force)",40.27623079,2010
Tunisia,"Labor force, female (% of total labor force)",26.58241112,2010
Dominican Republic,"Labor force, female (% of total labor force)",36.63268905,2010
French Polynesia,"Labor force, female (% of total labor force)",42.04495882,2010
Qatar,"Labor force, female (% of total labor force)",11.65715968,2010
"Hong Kong SAR, China","Labor force, female (% of total labor force)",46.70051927,2010
Iceland,"Labor force, female (% of total labor force)",46.95765092,2010
Lebanon,"Labor force, female (% of total labor force)",23.77098407,2010
Armenia,"Labor force, female (% of total labor force)",45.70266405,2010
Chad,"Labor force, female (% of total labor force)",45.03028399,2010
Serbia,"Labor force, female (% of total labor force)",43.50497331,2010
Sweden,"Labor force, female (% of total labor force)",47.14521773,2010
Montenegro,"Labor force, female (% of total labor force)",43.91858451,2010
Indonesia,"Labor force, female (% of total labor force)",38.14551069,2010
Spain,"Labor force, female (% of total labor force)",44.43604435,2010
Eswatini,"Labor force, female (% of total labor force)",49.08330732,2010
South Africa,"Labor force, female (% of total labor force)",43.74645432,2010
Sri Lanka,"Labor force, female (% of total labor force)",32.69381959,2010
Syrian Arab Republic,"Labor force, female (% of total labor force)",15.2900751,2010
Vanuatu,"Labor force, female (% of total labor force)",43.54859316,2010
Central African Republic,"Labor force, female (% of total labor force)",45.72006438,2010
Romania,"Labor force, female (% of total labor force)",43.80037919,2010
Haiti,"Labor force, female (% of total labor force)",47.40190977,2010
Somalia,"Labor force, female (% of total labor force)",21.94436038,2010
Croatia,"Labor force, female (% of total labor force)",45.96193144,2010
Russian Federation,"Labor force, female (% of total labor force)",48.75096184,2010
Solomon Islands,"Labor force, female (% of total labor force)",48.82329553,2010
Tajikistan,"Labor force, female (% of total labor force)",34.8108271,2010
Timor-Leste,"Labor force, female (% of total labor force)",45.65918223,2010
Bahrain,"Labor force, female (% of total labor force)",21.0660819,2010
Georgia,"Labor force, female (% of total labor force)",45.50316294,2010
West Bank and Gaza,"Labor force, female (% of total labor force)",17.23253879,2010
Myanmar,"Labor force, female (% of total labor force)",41.99356492,2010
Nepal,"Labor force, female (% of total labor force)",49.5054698,2010
Papua New Guinea,"Labor force, female (% of total labor force)",48.46236875,2010
"Korea, Rep.","Labor force, female (% of total labor force)",40.97277438,2010
"Macao SAR, China","Labor force, female (% of total labor force)",48.47357472,2010
Malaysia,"Labor force, female (% of total labor force)",34.85389524,2010
Tonga,"Labor force, female (% of total labor force)",39.68604583,2010
Bulgaria,"Labor force, female (% of total labor force)",46.19840023,2010
Canada,"Labor force, female (% of total labor force)",47.13420449,2010
Netherlands,"Labor force, female (% of total labor force)",45.66419416,2010
Ethiopia,"Labor force, female (% of total labor force)",46.02128507,2010
Rwanda,"Labor force, female (% of total labor force)",51.35608225,2010
Kuwait,"Labor force, female (% of total labor force)",26.85197921,2010
Ukraine,"Labor force, female (% of total labor force)",48.17147218,2010
Uzbekistan,"Labor force, female (% of total labor force)",41.46007975,2010
